cluster_id,auto_label,last_log_count,extrapolated_growth_5yr,last_date
744,"sorting, sorter, apparatus, method, objects",2.639,-4.519,2025-10-01
1918,"apparatus, cleaning, cleaning apparatus, surface cleaning, surface",2.197,-4.529,2025-10-01
753,"method, apparatus, sound, audio, device",4.762,-4.541,2025-10-01
450,"optical, fiber, connector, fiber optic, optic",4.29,-4.558,2025-10-01
764,"rotor, rotor assembly, assembly, having, method",0.0,-4.592,2025-10-01
473,"thermoelectric, cooling, thermoelectric cooling, thermoelectric module, module",2.565,-4.606,2025-10-01
1726,"reel, fishing, fishing reel, spinning, spinning reel",3.434,-4.619,2025-10-01
1332,"container, dispenser, method, bottle, filling",2.303,-4.635,2025-10-01
579,"corrosion, inhibitors, resistant, method, inhibiting",3.045,-4.675,2025-10-01
776,"wavelength, optical, method, locker, device",2.079,-4.691,2025-10-01
1679,"fuel, method, saving, fuel saving, device",2.773,-4.7,2025-10-01
1963,"airflow, method, control, air, device",1.946,-4.714,2025-10-01
1929,"subscription, method, management, method apparatus, apparatus",1.386,-4.735,2025-10-01
529,"container, containers, bottle, method, automatic",1.946,-4.793,2025-10-01
954,"toothbrush, toothbrush toothbrush, position, tooth, electric",2.303,-4.794,2025-10-01
1196,"load, method, device, control, engine",1.386,-4.808,2025-10-01
1227,"air, conditioning, air conditioning, method, hvac",1.792,-4.813,2025-10-01
1631,"light, sensor, ambient light, ambient, method",1.099,-4.822,2025-10-01
1620,"crimping, terminal, crimp, tool, crimping tool",1.386,-4.826,2025-10-01
2285,"ue, method, communication, wireless communication, wireless",2.079,-4.833,2025-10-01
280,"lubricant, oil, lubricating, composition, lubrication",3.258,-4.904,2025-10-01
468,"image, decoding, apparatus, method, picture",3.829,-4.906,2025-10-01
34,"honeycomb, method, body, honeycomb body, structure method",2.197,-4.917,2025-10-01
600,"testing, test, method, integrated, circuit",3.638,-4.956,2025-10-01
2059,"things, internet things, internet, iot, method",2.079,-4.966,2025-10-01
1959,"acoustic, resonator, acoustic resonator, wave, acoustic wave",2.197,-5.048,2025-10-01
292,"phosphor, method, earth, phosphors, red",1.609,-5.089,2025-10-01
56,"image, apparatus, processing, image processing, processing apparatus",3.258,-5.09,2025-10-01
1603,"avalanche, photodiode, avalanche photodiode, method, diode",1.609,-5.292,2025-10-01
1039,"portable, electronic, device, portable electronic, computer",0.693,-5.301,2025-10-01
1009,"transmission, automatic transmission, method, automatic, control",2.079,-5.344,2025-10-01
2283,"device, terminal, method, data, transmission",1.792,-5.352,2025-10-01
2319,"lenses, refractive, powers, refractive powers, lenses refractive",2.303,-5.384,2025-10-01
555,"plasma, processing, plasma processing, apparatus, method",3.258,-5.389,2025-10-01
654,"process, polymer, monomer, polymerization, compositions",4.331,-5.412,2025-10-01
2268,"integrated, assemblies, integrated assemblies, methods, methods forming",1.792,-5.559,2025-10-01
1995,"magnetic, tape, magnetic tape, method, manufacturing",1.609,-5.584,2025-10-01
130,"spark, plug, spark plug, method, plug spark",1.099,-5.667,2025-10-01
125,"scroll, compressor, scroll compressor, compressor scroll, having",2.639,-5.672,2025-10-01
1139,"payment, method, electronic, transaction, processing",3.807,-5.711,2025-10-01
218,"battery, method, charging, charger, apparatus",3.526,-5.769,2025-10-01
2316,"image, apparatus, reading, image reading, reading apparatus",1.792,-5.841,2025-10-01
1705,"memory, semiconductor, device, semiconductor memory, memory device",2.197,-6.046,2025-10-01
1557,"resin, photosensitive, composition, photosensitive resin, resin composition",2.197,-6.091,2025-10-01
2378,"information, processing, information processing, device, processing device",1.946,-6.13,2025-10-01
1163,"method, resource, resources, apparatus, method apparatus",2.197,-6.421,2025-10-01
1967,"tau, methods, antibodies, taurine, process",0.0,-6.533,2025-10-01
88,"urinary, bladder, device, incontinence, urine",1.386,-6.563,2025-10-01
815,"data, processing, data processing, apparatus, method",2.197,-6.752,2025-10-01
1674,"condenser, condensation, liquid, method, air",0.0,-6.844,2025-10-01
238,"solid, imaging, device, state, solid state",1.946,-6.851,2025-10-01
282,"generator, ac, method, ac generator, control",0.0,-6.888,2025-10-01
2103,"ceramic, electronic, component, electronic component, ceramic electronic",0.0,-6.922,2025-10-01
2114,"survey, method, device, survey data, data",0.0,-6.943,2025-10-01
2006,"weather, method, data, methods, systems",0.0,-6.974,2025-10-01
2044,"biofilm, method, biofilms, methods, treatment",0.0,-6.981,2025-10-01
2071,"peptides, use, cancers, combination peptides, peptides combination",1.386,-7.026,2025-10-01
1446,"platelet, method, short, plasma, rich",0.0,-7.128,2025-10-01
1205,"power, ethernet, power ethernet, method, classification",0.0,-7.178,2025-10-01
2138,"joining, method, joined, joined body, body",0.0,-7.186,2025-10-01
1100,"liquid, liquid crystal, crystal, liquid crystalline, crystalline",0.0,-7.209,2025-10-01
2028,"occupancy, detection, method, occupancy detection, occupancy sensing",0.0,-7.265,2025-10-01
2021,"device, vehicle, occupant, protection, protection device",0.0,-7.266,2025-10-01
1008,"semiconductor, method, device, semiconductor device, manufacturing",2.708,-7.321,2025-10-01
1715,"vehicle, straddle, type, type vehicle, straddle type",0.0,-7.359,2025-10-01
501,"porous, method, producing, material, method producing",0.0,-7.456,2025-10-01
757,"restraint, vehicle, occupant, method, vehicle occupant",0.0,-7.495,2025-10-01
1361,"lettuce, line, lettuce line, cultivar, lettuce cultivar",0.0,-7.538,2025-10-01
1914,"evacuation, apparatus, emergency, device, notification",0.0,-7.547,2025-10-01
1046,"surveillance, method, electronic, surveillance method, electronic article",0.0,-7.553,2025-10-01
992,"intrusion, detection, intrusion detection, method, network",0.0,-7.578,2025-10-01
1954,"fibrous, structures, material, fibrous structures, fibrous material",0.0,-7.639,2025-10-01
1118,"steam, steam generator, boiler, generator, method",0.0,-7.649,2025-10-01
648,"diabetes, treatment, method, treatment diabetes, insulin",1.946,-7.652,2025-10-01
1730,"leash, harness, pet, retractable, animal",0.0,-7.684,2025-10-01
2251,"hydrant, hydration, device, method, hydrate",0.0,-7.757,2025-10-01
783,"ceramic, method, electronic, producing, ceramic electronic",1.946,-7.764,2025-10-01
589,"polysaccharides, method, use, oligosaccharide, polysaccharide",0.0,-7.776,2025-10-01
562,"comparator, circuit, comparator circuit, digital, voltage",0.0,-7.779,2025-10-01
1020,"lead, medical, implantable, electrical, electrical lead",0.0,-7.833,2025-10-01
747,"snow, ski, device, apparatus, method",0.0,-7.856,2025-10-01
1362,"voice, coil, voice coil, motor, coil motor",0.0,-7.858,2025-10-01
2192,"molded, method, article, molded article, manufacturing",0.0,-7.892,2025-10-01
2150,"adjustable, table, height, desk, height adjustable",0.0,-7.895,2025-10-01
2326,"drilling, fluid, drilling fluid, based, based drilling",0.0,-7.913,2025-10-01
2219,"license, plate, license plate, method, device",0.0,-7.914,2025-10-01
1199,"device, semiconductor, display, semiconductor device, display device",0.0,-7.921,2025-10-01
1343,"firewall, method, network, computer, program",0.0,-7.923,2025-10-01
2110,"gutter, cover, gutter cover, device, systems",0.0,-7.923,2025-10-01
2132,"training, ball, sports, device, sports ball",0.0,-7.925,2025-10-01
687,"storage, data, access, method, data storage",3.091,-7.939,2025-10-01
634,"polyurethane, compositions, water, containing, polyurethanes",0.0,-7.973,2025-10-01
362,"furnace, method, hearth, hearth furnace, arc",0.0,-7.981,2025-10-01
860,"light, modulator, light modulator, spatial, spatial light",0.0,-8.043,2025-10-01
793,"container, containers, method, holding, device",0.0,-8.059,2025-10-01
2163,"impeller, machine, apparatus, assembly, method",0.0,-8.065,2025-10-01
2130,"buckle, device, buckle device, release, release buckle",0.0,-8.085,2025-10-01
1932,"slurry, method, methods, slurries, systems",0.0,-8.091,2025-10-01
1099,"vacuum, cleaner, vacuum cleaner, cleaner vacuum, type",0.0,-8.092,2025-10-01
1287,"luminescent, luminescent material, material, material luminescent, particles",0.0,-8.095,2025-10-01
196,"medication, container, method, dispensing, pill",0.0,-8.116,2025-10-01
53,"guidewire, core, wire, guidewire guidewire, guidewires",0.0,-8.172,2025-10-01
1252,"broadcast, method, receiving, broadcasting, apparatus",0.0,-8.178,2025-10-01
2214,"cleaner, cleaner cleaner, uses cleaner, uses, pruner",0.0,-8.187,2025-10-01
1925,"camera, lens, camera lens, lens camera, synthetic",1.609,-8.241,2025-10-01
1405,"particulate, particulate matter, matter, sensor, matter sensor",0.0,-8.262,2025-10-01
612,"wafer, cleaning, apparatus, semiconductor, method",0.0,-8.269,2025-10-01
128,"medical, method, care, health, patient",2.708,-8.283,2025-10-01
1126,"cell, fuel, fuel cell, stack, cell stack",0.0,-8.294,2025-10-01
1301,"nitric oxide, nitric, oxide, releasing, oxide releasing",0.0,-8.309,2025-10-01
1626,"tissue, methods, method, samples, systems",0.0,-8.342,2025-10-01
1313,"ophthalmic, apparatus, ophthalmologic, method, ophthalmological",0.0,-8.347,2025-10-01
732,"method, photocatalyst, photocatalytic, apparatus, water",0.0,-8.351,2025-10-01
30,"charge, pump, charge pump, voltage, circuit",0.0,-8.367,2025-10-01
2336,"capacitor, capacitor capacitor, component, capacitor component, module",0.0,-8.381,2025-10-01
1142,"pain, treating, treating pain, useful treating, therapeutic agents",0.0,-8.39,2025-10-01
886,"method, micro, electromechanical, micro electromechanical, stress",0.0,-8.395,2025-10-01
835,"duct, method, assembly, apparatus, ducts",0.0,-8.404,2025-10-01
502,"ignition, device, ignition device, method, ignition ignition",0.0,-8.413,2025-10-01
437,"electro, device, optical, electro optical, optical device",0.0,-8.448,2025-10-01
1578,"proximity, sensor, proximity sensor, sensor proximity, device",0.0,-8.573,2025-10-01
1535,"device, light, display, source, light source",0.0,-8.588,2025-10-01
1309,"pump, infusion, infusion pump, pump infusion, operating",0.0,-8.612,2025-10-01
1083,"device, semiconductor, semiconductor device, device semiconductor, structure semiconductor",2.565,-8.646,2025-10-01
1792,"software, defined, software defined, network, sdn",0.0,-8.651,2025-10-01
597,"vending, machine, vending machine, method, automatic vending",0.0,-8.681,2025-10-01
1060,"deposition, layer, method, layer deposition, atomic layer",0.0,-8.703,2025-10-01
1650,"heat, pipe, heat pipe, method, loop",0.0,-8.712,2025-10-01
1136,"method, sales, support, sales support, selling",0.0,-8.753,2025-10-01
2278,"data, anonymizing, anonymization, data anonymization, anonymized",0.0,-8.8,2025-10-01
1012,"belt, image, apparatus, image forming, forming",0.0,-8.806,2025-10-01
1336,"casting, method, casting method, die, die casting",0.0,-8.815,2025-10-01
2142,"resuscitation, cpr, cardiopulmonary, compression, cardiopulmonary resuscitation",0.0,-8.862,2025-10-01
2194,"sentiment, method, analysis, sentiment analysis, data",0.0,-8.863,2025-10-01
1166,"traffic, method, network, management, measurement",0.0,-8.924,2025-10-01
1180,"curable, curable composition, composition, compositions, curable compositions",0.0,-8.939,2025-10-01
201,"endoscopic, instrument, surgery, apparatus, instrument endoscopic",0.0,-8.975,2025-10-01
594,"driver, circuit, output, driver circuit, output driver",0.0,-8.977,2025-10-01
1864,"flow, redox, redox flow, battery, flow battery",0.0,-8.98,2025-10-01
934,"ofdm, method, apparatus, communication, systems",0.0,-9.001,2025-10-01
42,"shutter, camera, shutter camera, plane shutter, focal plane",0.0,-9.004,2025-10-01
2049,"unit, air, unit air, conditioning, air conditioning",0.0,-9.029,2025-10-01
567,"hydrogel, hydrogels, hydrogel forming, methods, compositions",0.0,-9.046,2025-10-01
483,"internal, internal combustion, combustion, engine, combustion engine",0.0,-9.062,2025-10-01
1459,"optimization, method, problems, linear, objective",0.0,-9.073,2025-10-01
171,"semiconductor, manufacturing, device, semiconductor device, method",0.0,-9.078,2025-10-01
998,"private, virtual, virtual private, network, private network",0.0,-9.188,2025-10-01
1204,"method, dimensional, device, object, manufacturing",0.0,-9.249,2025-10-01
2201,"atm, automated, teller, method, automated teller",0.0,-9.253,2025-10-01
1438,"memory, error, correction, detection, method",0.0,-9.29,2025-10-01
739,"joint, ball, ball joint, method, constant",0.0,-9.292,2025-10-01
2017,"rehabilitation, apparatus, training, methods, muscle",0.0,-9.32,2025-10-01
820,"data, prefetch, prefetching, method, method prefetching",0.0,-9.444,2025-10-01
779,"camshaft, engine, crankshaft, method, cam",0.0,-9.468,2025-10-01
973,"cartridge, process, image, apparatus, forming",0.0,-9.483,2025-10-01
1404,"animation, user, method, graphics, interface",0.0,-9.533,2025-10-01
1648,"transmission, method, apparatus, transmission apparatus, apparatus transmission",0.0,-9.577,2025-10-01
1349,"translation, machine translation, machine, method, model",0.0,-9.592,2025-10-01
1768,"data, data center, center, cooling, center cooling",0.0,-9.645,2025-10-01
866,"heat, heat sink, sink, assembly, sink assembly",0.0,-9.686,2025-10-01
617,"phase, detector, phase detector, circuit, method",0.0,-9.741,2025-10-01
206,"oven, microwave, microwave oven, method, oven microwave",2.485,-9.783,2025-10-01
708,"memory, access, random access, random, access memory",0.0,-9.804,2025-10-01
307,"steering, vehicle, vehicle steering, steering column, control",0.0,-9.813,2025-10-01
1217,"gastric, method, device, tissue, gastric tissue",0.0,-9.829,2025-10-01
1470,"security, systems, method, computer, methods",0.0,-9.968,2025-10-01
2182,"point, point cloud, cloud, method, 3d",0.0,-10.114,2025-10-01
2403,"ventilation, device, systems, vehicle, systems methods",1.099,-10.126,2025-10-01
986,"turbine, blade, turbine blade, cooling, airfoil",0.0,-10.154,2025-10-01
1689,"liver, treating, methods, fatty, fatty liver",0.0,-10.199,2025-10-01
60,"marking, marker, method, pavement, field",0.0,-10.402,2025-10-01
538,"heat, sink, heat sink, method, assembly",0.0,-10.409,2025-10-01
875,"power, power control, control, method, apparatus",1.609,-10.781,2025-10-01
540,"temperature, device, apparatus, sensor, method",1.609,-10.843,2025-10-01
1698,"network, virtual, virtual network, method, interface",0.0,-10.898,2025-10-01
1627,"thrust, nacelle, reverser, thrust reverser, engine",0.0,-11.181,2025-10-01
310,"steering, power, power steering, electric, apparatus",0.0,-11.251,2025-10-01
1078,"mobile, mobility, method, management, ip",0.0,-11.434,2025-10-01
2347,"plants, plant, expression, transgenic, gene",0.0,-11.519,2025-10-01
2420,"antenna, array, polarized, antenna array, device",2.89,-11.716,2025-10-01
259,"golf, club, golf club, method, head",0.0,-11.771,2025-10-01
335,"door, vehicle, vehicle door, mechanism, device",2.197,-12.078,2025-10-01
854,"bone, method, apparatus, prosthesis, joint",0.0,-12.482,2025-10-01
881,"packet, method, network, packets, data",0.0,-13.854,2025-10-01
940,"routing, method, apparatus, network, method apparatus",0.0,-13.973,2025-10-01
859,"video, processing, apparatus, video signal, signal",0.0,-14.202,2025-10-01
1013,"refrigerator, dispenser, icemaker, ice, dispenser refrigerator",0.0,-16.246,2025-10-01
1680,"power, method, control, energy, methods",0.0,-23.264,2025-10-01
