topic_id,topic,subfield,field,domain,works_count,keywords,description
T10118,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Medicine,Health Sciences,129307,SARS-CoV-2; coronavirus; vaccine; spike protein; antibody; pandemic; immunity; mutation; ACE2 receptor; viral transmission,"This cluster of papers focuses on the research related to the coronavirus disease 2019 (COVID-19), including topics such as SARS-CoV-2, vaccine development, spi"
T11156,Reproductive Health and Technologies,Reproductive Medicine,Medicine,Health Sciences,129223,Infertility; Reproductive Technologies; Assisted Reproductive Technology; Global Trends; Psychological Impact; Epidemiology; Gender Differences; Quality of Life; Stress; Access to Care,"This cluster of papers explores global trends in infertility prevalence, treatment-seeking behavior, and the impact of assisted reproductive technologies on ind"
T11741,Flexible and Reconfigurable Manufacturing Systems,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,129167,Reconfigurable Manufacturing Systems; Flexible Automation; Industrial Automation; Production Ramp-Up; Software Engineering; Agent-Based Control Systems; Modular Production; Virtual Commissioning; Mode,"This cluster of papers focuses on the design, operation, and optimization of reconfigurable manufacturing systems, emphasizing flexibility, scalability, and ada"
T11357,Risk and Safety Analysis,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences,129150,Bayesian Networks; Fault Tree Analysis; Quantitative Risk Assessment; Dynamic Safety Analysis; Domino Effect; Inherent Safety; Human Reliability Analysis; Process Safety; Hazardous Materials Transport,"This cluster of papers covers recent advances in risk analysis and management, with a focus on topics such as Bayesian networks, fault tree analysis, quantitati"
T13751,Diverse Approaches in Healthcare and Education Studies,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,129143,Nursing; Research Trends; Health Care; Analysis; Social Network Analysis; Structural Equation Modeling; Qualitative Research; Semantic Network Analysis; Text Mining; Greenhouse Gas Inventory,"This cluster of papers encompasses a wide range of topics related to health care research and practice, including nursing trends, analysis methodologies, qualit"
T10407,Lipid Membrane Structure and Behavior,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,129132,Lipid Rafts; Membrane Lipids; Cholesterol; Membrane Proteins; Cell Membranes; Bilayer Structure; Membrane Organization; Protein-Lipid Interactions; Biological Membranes; Membrane Curvature,"This cluster of papers focuses on the structure, behavior, and functional significance of lipid rafts in cell membranes. It explores the role of membrane lipids"
T11316,Mycobacterium research and diagnosis,Epidemiology,Medicine,Health Sciences,129080,Nontuberculous Mycobacteria; Mycobacterium avium; Mycobacterium abscessus; Epidemiology; Diagnosis; Treatment; Genomic Studies; Crohn's Disease; Cystic Fibrosis; Antibiotic Resistance,"This cluster of papers focuses on the diagnosis, treatment, and epidemiology of nontuberculous mycobacterial diseases, with a particular emphasis on Mycobacteri"
T11508,Corporate Taxation and Avoidance,Accounting,"Business, Management and Accounting",Social Sciences,128972,Tax Avoidance; Corporate Tax; Incentives; Multinational Firms; Financial Reporting; Transfer Pricing; Tax Shelters; International Taxation; Social Responsibility; Investment Behavior,"This cluster of papers focuses on corporate tax avoidance strategies, including the use of high-powered incentives, the behavior of multinational firms, financi"
T10096,Metal-Organic Frameworks: Synthesis and Applications,Inorganic Chemistry,Chemistry,Physical Sciences,128909,Metal-Organic Frameworks; Porous Materials; Gas Adsorption; Catalysis; Methane Storage; Crystal Engineering; Chemical Sensors; Drug Delivery; CO2 Capture; Heterogeneous Catalysis,"This cluster of papers focuses on the chemistry, applications, and properties of metal-organic frameworks (MOFs). It covers topics such as gas adsorption, catal"
T14474,Industrial Technology and Control Systems,Control and Systems Engineering,Engineering,Physical Sciences,128868,Neural Network; Control System; Virtual Prototyping; Knowledge Management; Simulation Technology; Fuzzy Control; Multi-agent Systems; Hydraulic System Modeling; Predictive Model; Ontology-based Modeli,"This cluster of papers focuses on the development and application of intelligent control systems for various industrial processes, including kiln operation, hyd"
T13984,"Nutrition, Genetics, and Disease",Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,128811,Nutrigenomics; Personalized Nutrition; Genetic Variation; Diet-Gene Interactions; Precision Medicine; Metabolic Syndrome; Public Health; Behavior Change; Chronic Diseases; Ethical Issues,"This cluster of papers revolves around the field of nutritional genomics, focusing on personalized nutrition and health. It explores nutrigenomics, genetic vari"
T11846,Cultural Heritage Management and Preservation,Archeology,Arts and Humanities,Social Sciences,128712,Adaptive Reuse; Intangible Heritage; Sustainable Development; Community Participation; Heritage Conservation; Urban Development; UNESCO World Heritage; Cultural Sustainability; Historic Buildings; Soc,"This cluster of papers explores the temporal, spatial, and social aspects of cultural heritage studies, focusing on topics such as adaptive reuse, intangible he"
T10554,Hemoglobinopathies and Related Disorders,Genetics,Medicine,Health Sciences,128632,Sickle-cell Disease; Thalassemia; Hemolysis; Fetal Hemoglobin; Iron Overload; Genetic Regulation; Pulmonary Hypertension; Transfusion Therapy; GATA Factor; Epidemiology,"This cluster of papers explores the genetic, clinical, and epidemiological aspects of hemoglobin disorders, including sickle-cell disease and thalassemia. It co"
T13088,Legal and Labor Studies,Industrial relations,"Business, Management and Accounting",Social Sciences,128558,Labor Relations; Digital Economy; Platform Work; Collective Bargaining; Worker Rights; Gig Economy; Remote Monitoring; Social Policy; Geopolitics; European Union,"This cluster of papers explores the intersection of labor relations, digital economy, and platform work. It delves into topics such as collective bargaining, wo"
T14386,"Libraries, Manuscripts, and Books",History,Arts and Humanities,Social Sciences,128508,Book History; Publishing Industry; Materiality of Texts; Historical Libraries; Cultural Transmission; Printed Books; Manuscript Studies; Bibliophilia; Book Trade; Intellectual History,"This cluster of papers covers a wide range of topics related to the history, production, distribution, and impact of books and publishing. It includes studies o"
T13537,"German legal, social, and political studies",Sociology and Political Science,Social Sciences,Social Sciences,128500,Right-Wing Extremism; Antisemitism; Religious Fundamentalism; Identity Politics; Exile Literature; Emotionalization; Nationalism; Gender Studies; Holocaust Literature; Cultural Memory,"This cluster of papers explores the intersection of right-wing extremism, antisemitism, religious fundamentalism, and identity politics in Germany and Israel. I"
T13457,"Dental Education, Practice, Research",General Health Professions,Health Professions,Health Sciences,128489,Motivation; Career Choice; Dental Students; Professional Expectations; Gender Differences; Specialty Preferences; Leadership Development; Continuing Professional Development; Work Patterns; Future Pra,"This cluster of papers explores the motivation, career choices, and professional expectations of dental students and practitioners. It covers topics such as gen"
T10073,Hepatocellular Carcinoma Treatment and Prognosis,Hepatology,Medicine,Health Sciences,128430,Hepatocellular Carcinoma; Liver Cancer; Management; Treatment; Diagnosis; Radiofrequency Ablation; Sorafenib; Clinical Practice Guidelines; Liver Resection; Survival,"This cluster of papers focuses on the management, diagnosis, and treatment of hepatocellular carcinoma (HCC), also known as liver cancer. It covers various aspe"
T11457,Adipose Tissue and Metabolism,Physiology,Medicine,Health Sciences,128385,Brown Adipose Tissue; Thermogenesis; PGC-1a; Mitochondrial Dysfunction; Insulin Resistance; Beige Adipocytes; Metabolic Regulation; Exercise; UCP1; Adaptive Thermogenesis,"This cluster of papers focuses on the function and physiological significance of brown adipose tissue, including its role in thermogenesis, the involvement of P"
T13147,Ethics and bioethics in healthcare,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,128347,Consent; Patient Autonomy; Ethical Principles; Informed Consent; Human Dignity; Medical Ethics; Research Ethics; Healthcare Rights; Bioethical Issues; End-of-Life Care,"This cluster of papers explores various aspects of bioethics, patient rights, and healthcare ethics. It covers topics such as informed consent, patient autonomy"
T10624,Silicon and Solar Cell Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences,128296,Silicon; Solar Cells; Efficiency; Passivation; Heterojunction; Aluminum Oxide; Interdigitated Back Contacts; Photovoltaics; Surface Recombination; Crystalline,"This cluster of papers focuses on the advancements in silicon solar cell technology, particularly in improving efficiency, passivation techniques, and the use o"
